Tournament,Game Name,Short Name,Abbr-Game,Abbr-Regions List,Region Includes,Smash URL,Alt Reg URL,Info-Cap,Stream-Pools,Stream-Finals,Matcherino URL,$-Pot Split,Info-Seeding,Pools-Bracket Type,Pools-Rounds per Game,Pools-Games per Set,Finals-Phase,Finals-Games per Set,Rules-Game Settings,Rules-Chara Change,Rules-Glitches,Rules-Disconnect,Staff-Lead TOs,Img-Game Logo URL,Rules-Notes,Info-Software Needed,Time-Start (PST),Time-Start (Local),TZ Main,TZ Offset,Info-Platform
PJ - ALL - (PC-Fightcade),Project Justice,PJ,PJ,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/project-justice-global/overview,,None,https://twitch.tv/chairgtables,https://twitch.tv/chairgtables,https://matcherino.com/tournaments/87115,60/30/10,Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals",Default Game settings.,Winner must keep character. Loser may switch.,Floating in the air with Kyosuke is not allowed. You cannot exceed three loops for infinites. ,,ChairGTables,https://dl.airtable.com/.attachments/7b6c267356a5243e5086a7c8af92b754/3c6322b4/ProjectJustice.png,"Switching characters between in-game rounds is allowed, whether or not you win the round. Winner of each game must keep their characters the same, along with the same order. You are not allowed to set any of your buttons as a macro to perform a super move on the controls screen. The extra students / custom characters are not allowed to be used.",,2023-02-11 6:00pm,2023-02-11 6:00pm,PST,-8,PC-Fightcade 2
PPC - ALL - (PC-Steam),Puyo Puyo Champions,Puyo Champions,PPC,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/puyo-puyo-champions-global/overview,,64,https://twitch.tv/kiyobi,https://twitch.tv/kiyobi,https://matcherino.com/tournaments/87116,50/25/15/10,Region + Skill,Double Elimination,N/A,,Top 8,,"Tournament Format
    Mode: Puyo Puyo Tsuu.
    Double Elimination.
    Pools:
        First to 7 Rounds per Game.
        First to 1 Game.
    Top 3:
        First to 10 Rounds per Game.
        First to 1 Game.

Tournament Rules
    Mode: Puyo Puyo Tsuu
    Difficulty setting: Medium.
    Characters may not be changed for the entirety of the set.
",,,,-ZAN,https://dl.airtable.com/.attachments/64b5ee7bb2737c9bfdc1c9922aeec4c6/6f80bfe7/logo.png,,,2023-02-25 10:00am,2023-02-25 10:00am,PST,-8,PC-Steam
RE - ALL - (PC-Fightcade),Red Earth,,RE,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/red-earth-global/overview,,None,https://twitch.tv/melvinisaniceboy,https://twitch.tv/melvinisaniceboy,https://matcherino.com/tournaments/87118,60/30/10,Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,,"If there is a connection problem during tournament, the wired player will be favored no matter what. If both or neither are on wifi, a lag check will be performed (who will perform it will be based on region).

If a decision cannot be reached, a coin toss will be performed.","GhostShroom,MelvinIsANiceBoy",https://dl.airtable.com/.attachments/12b3d8e53ebf3b9265a096f315f1de32/b564b17b/RE_Logo.png,"If you are being streamed, wait until you are on stream to play. Reset using f3 until you are being spectated by the streamer.",,2023-02-19 12:00pm,2023-02-19 12:00pm,PST,-8,PC-Fightcade 2
ROA - EU - (PC-Steam),Rivals of Aether,Rivals,ROA,EU,"Europe. Middle east allowed, but will be considered at fault in case of high ping.",https://www.start.gg/tournament/vortex-gallery-online-2023/event/rivals-of-aether-eu/overview,,None,https://twitch.tv/roaeurope,https://twitch.tv/roaeurope,https://matcherino.com/tournaments/87119,50/30/20,Skill,Double Elimination,N/A,3/5,Top 8,"3/5 Games for Grand Finals,3/5 Games for Winners Finals,3/5 Games for Losers Finals",Default settings,Winner must keep character. Loser may switch.,,,Frik,https://dl.airtable.com/.attachments/4a07abaef1b022d72813cebf2f74c6d3/a61fc16c/logo-rivals-pixel.png,,,2023-02-10 11:00am,2023-02-10 7:00pm,UTC,0,PC-Steam
ROA - NA+LAN - (PC-Steam),Rivals of Aether,Rivals,ROA,"NA, LAN","North America, Central America and The Caribbean ",https://www.start.gg/tournament/vortex-gallery-online-2023/event/rivals-of-aether-na-lan/overview,,None,https://twitch.tv/alexalchemy,https://twitch.tv/alexalchemy,https://matcherino.com/tournaments/87120,60/30/10,Skill,Double Elimination,3/5,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,,,Alexalchemy,https://dl.airtable.com/.attachments/4a07abaef1b022d72813cebf2f74c6d3/a61fc16c/logo-rivals-pixel.png,"If their matches are marked as “for stream”, then they must provide a replay file and send it to a dedicated replay channel so that the streamer may play them on stream. All of Top 8 will be streamed so players must provide their replays for that section.",Steam,2023-02-25 4:00pm,2023-02-25 4:00pm,PST,-8,PC-Steam
ROAW - ALL - (PC-Steam),Rivals of Aether Workshop,Rivals Workshop,ROAW,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/rivals-of-aether-workshop-global/overview,,None,,https://twitch.tv/mcduckypotatoes,https://matcherino.com/tournaments/87121,60/30/10,Region + Skill,Double Elimination,N/A,2/3,Top 8,"3/5 Games for Grand Finals,3/5 Games for Winners Finals,3/5 Games for Losers Finals","'-Workshop: On

Legal Characters:
Amaya 
Arboris 
Aur
Ayaka
Azi
Bluey 
Brook 
Callie 
Dony 
Epinel 
Fernet 
Future Ducky 
Gay Fridge
Glare 
Heartbreak 
Kaiero 
Liz 
Lode 
Lukastar 
Mal 
Maverick 
N/A 
Nade
Nate
Nova 
Owen 
Po and Gumbo 
RetroBlast 
Roekoko 
Rokkesha 
Sheftu
Suitcase 
Torga (DE) 
Wally 
Yuuto 
Zephrie
-----------------------
Bubbles 
Business Casual Man
CandyMan 
Crewmate 
Goose 
Harold 
Hat Kid 
Henry Stickmen 
Jerma 
Madeline
Mamizou Futatsuiwa 
Nitori 
Reimu 
Rin
Sakuya 
Seija 
Vii
https://steamcommunity.com/sharedfiles/filedetails/?id=2180976388",Winner & Loser may switch.,,,InnerOtaku/EckS,https://dl.airtable.com/.attachments/93cdfd08a48f91f5b56809473e4ea135/214d5a8f/ae_4_nobg.png,,,"2023-02-19 4:00pm, 2023-02-19 8:00pm","2023-02-19 4:00pm, 2023-02-19 8:00pm","PST, PST","-8, -8",PC-Steam
SS7 - ALL - (Xbox Series),Samurai Shodown,SamSho7,SS7,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/samurai-shodown-7-global/overview,,64,https://twitch.tv/thrustyzol,https://twitch.tv/thrustyzol,https://matcherino.com/tournaments/87133,60/30/10,Region + Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,,Networking Rules: https://docs.google.com/document/d/1f6y3bvu3DKKxGAsLUx4WbVL3B9S3CTOYcUjbVoCpSmI/edit?usp=sharing,Ke11y Ann,https://dl.airtable.com/.attachments/fafe5864f621489b9cdc0315770f8d18/2d45652e/samurai_shodown_7_logo.png,,,2023-02-25 12:00pm,2023-02-25 12:00pm,PST,-8,XS
SS3 - ALL - (PC-Fightcade),Samurai Shodown 3,SamSho3,SS3,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/samurai-shodown-iii-global/overview,,None,https://twitch.tv/tz_toast_rider,https://twitch.tv/tz_toast_rider,https://matcherino.com/tournaments/87132,60/30/10,,Double Elimination,,,,"2/3 Games for Losers Finals,2/3 Games for Winners Finals,2/3 Games for Grand Finals",,Winner must keep character. Loser may switch.,,,PolarBair,https://dl.airtable.com/.attachments/e6790f19526b2e7007deaa2d785286b9/5a56beef/SSH3_logo2.webp,,,2023-02-24 5:00pm,2023-02-24 5:00pm,PST,-8,PC-Fightcade 2
SSVSP - NA+SA - (PC-Fightcade),Samurai Shodown V Special,SSVSP,SSVSP,"NA, SA",,https://www.start.gg/tournament/vortex-gallery-online-2023/event/samurai-shodown-v-special-na-sa/overview,,64,https://twitch.tv/sugar_bear44,https://twitch.tv/sugar_bear44,https://matcherino.com/tournaments/87135,60/30/10,Region + Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,No Enja Speed Bug. No Shizu Tap Glitch.,,sugar bear,https://dl.airtable.com/.attachments/64913bdde58abb4d75ef99e718de7fa7/faa4f0b7/samshovsplogo.png,,,2023-03-03 5:00pm,2023-03-03 5:00pm,PST,-8,PC-Fightcade 2
SSVI - NA - (PC-Fightcade),Samurai Shodown VI,SS6,SSVI,NA,"Canada, Mexico, Continental US, Puerto Rico, HI & Alaska can test in on a case-by-case basis.",https://www.start.gg/tournament/vortex-gallery-online-2023/event/samurai-shodown-vi-na/overview,,None,https://twitch.tv/tz_toast_rider,https://twitch.tv/tz_toast_rider,https://matcherino.com/tournaments/87134,50/30/20,Random,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,"The OTG glitch infinites (such as Mizuki, Wan-Fu, and Gaira’s looping command grab) are not allowed.",Players may agree to reset and adjust Flycast’s frame delay if the connection would be improved by it.,Toast Rider,https://dl.airtable.com/.attachments/a46cca238f7cba0ac4afbaabc28c0b10/51116c47/SS6_Logo.png,,N/A,2023-02-17 5:00pm,2023-02-17 5:00pm,PST,-8,PC-Fightcade 2
SG - JP - (PC-Steam),Skullgirls: 2nd Encore+,Skullgirls,SG,JP,Japan,,https://tonamel.com/competition/MRU1v,32,https://twitch.tv/yesujapan,https://twitch.tv/yesujapan,,N/A,,Double Elimination,,,,,,,,,,https://dl.airtable.com/.attachments/aa69c333eb8e0bbd45dd1de61c27f471/de799184/Skullgirls-2nd-Encore-logo.png,Information about this tournament will be made available at @yesuofficial on Twitter. Please refer to the rules available on the registration page. For communication a dedicated Discord server is available for players participating in YeSU events.,,2023-03-04 3:00am,2023-03-04 8:00pm,JST,9,PC-Steam
SG - NA - (PC-Steam),Skullgirls: 2nd Encore+,Skullgirls,SG,NA,North America,https://www.start.gg/tournament/vortex-gallery-online-2023/event/skullgirls-2nd-encore-na/overview,,None,https://twitch.tv/956productions,https://twitch.tv/956productions,https://matcherino.com/tournaments/87127,42/20/13/7/5/5/4/4,Region + Skill,Double Elimination,N/A,3/5,Top 8,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,,,Osugure,https://dl.airtable.com/.attachments/aa69c333eb8e0bbd45dd1de61c27f471/de799184/Skullgirls-2nd-Encore-logo.png,,,2023-03-05 5:00pm,2023-03-05 5:00pm,PST,-8,PC-Steam
SG - OCE - (PC-Steam),Skullgirls: 2nd Encore+,Skullgirls,SG,OCE,"Australia, New Zealand
Other countries listed within the Oceania region (i.e New Caledonia, Papua New Guinea) may be allowed pending connection tests.",https://www.start.gg/tournament/vortex-gallery-online-2023/event/skullgirls-2nd-encore-oce/overview,,None,https://twitch.tv/SkullgirlsOceania,twitch.tv/SkullgirlsOceania,https://matcherino.com/tournaments/87125,50/30/20,Skill,Double Elimination,N/A,3/5,,"3/5 Games for Grand Finals,3/5 Games for Winners Finals,3/5 Games for Losers Finals",- Running on The Black Dahlia Alpha version of the game.,Winner must keep character. Loser may switch.,,,"Firery,SeaJay",https://dl.airtable.com/.attachments/aa69c333eb8e0bbd45dd1de61c27f471/de799184/Skullgirls-2nd-Encore-logo.png,,,2023-02-24 12:00am,2023-02-24 7:00pm,AEDT,11,PC-Steam
SG - SA/BR - (PC-Steam),Skullgirls: 2nd Encore+,Skullgirls,SG,SA/BR,Only Brazil,https://www.start.gg/tournament/vortex-gallery-online-2023/event/skullgirls-2nd-encore-br/overview,,None,https://twitch.tv/skullgirlsbr,https://twitch.tv/skullgirlsbr,https://matcherino.com/tournaments/87126,50/25/15/10,Skill,Double Elimination,N/A,3/5,Top 8,"3/5 Games for Grand Finals,3/5 Games for Winners Finals,3/5 Games for Losers Finals",,Winner must keep character. Loser may switch.,,,"Kinomot0,Calexe",https://dl.airtable.com/.attachments/aa69c333eb8e0bbd45dd1de61c27f471/de799184/Skullgirls-2nd-Encore-logo.png,,,2023-03-05 12:00pm,2023-03-05 5:00pm,BRT,-3,PC-Steam
SG - SA/SUD - (PC-Steam),Skullgirls: 2nd Encore+,Skullgirls,SG,SA/SUD,"Argentina, Chile, Uruguay, Paraguay, Bolivia & Peru",https://www.start.gg/tournament/vortex-gallery-online-2023/event/skullgirls-2nd-encore-sud/overview,,64,https://twitch.tv/skullgirlslas,https://twitch.tv/skullgirlslas,https://matcherino.com/tournaments/87124,50/30/20,Region + Skill,Double Elimination,N/A,2/3,Top 8,"2/3 Games for Winners Finals,2/3 Games for Losers Finals,2/3 Games for Grand Finals",Beta Version of the game,Winner must keep character. Loser may switch.,,,Guerizon,https://dl.airtable.com/.attachments/aa69c333eb8e0bbd45dd1de61c27f471/de799184/Skullgirls-2nd-Encore-logo.png,,,2023-02-18 10:00am,2023-02-18 3:00pm,BRT,-3,PC-Steam
SCVI - NA - (PC),Soulcalibur VI,SC6,SCVI,NA,,https://www.start.gg/tournament/vortex-gallery-online-2023/event/soulcalibur-vi-na/overview,,128,https://twitch.tv/bigpapachunk,https://twitch.tv/bigpapachunk,https://matcherino.com/tournaments/87122,60/30/10,Region + Skill,Double Elimination,3/5,2/3,Top 8,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals","⦁ Round Count: 3

⦁ Battle Time: 60 seconds

⦁ Battle Mode: Standard

⦁ Pause Menu: Hold Only 

⦁ Character restrictions: Creation custom characters and Inferno are banned",Winner must keep character. Loser may switch.,,"In the event of a game crash or disconnect, scoring will be kept for games & rounds, and the current round will be restarted.",SabinDeus,https://dl.airtable.com/.attachments/0fa2203472a9deea5e4ea5067d886fea/d184f024/soul_calibur_vi_logo.png,"**Parsec**  
This tournament will be hosted on Cloud VMs in Iowa accessed via Parsec. This will be more like an offline tournament, in that there will be several Stations and you will be called to them by a TO. Your station should also be listed on the start.gg bracket.  

*Before the tournament, send a Parsec friend request to* nycalibur
#4196856
  
Please read the Parsec [Player's Guide!](https://docs.google.com/document/d/e/2PACX-1vT4_VGwKBtt9l4ajXc1tGrcVvj5gprCwPGwAxARjky2RUzXFBAuayT4vL3UESz5BTTHCZmLrzYXF6w2/pub)  
  
You must wait for a TO to tell you to play your match, no matter where you are in the bracket.  
  
You must pay close attention to which station you are called to! Connecting to the wrong station or any interruption of another match can result in you being DQ’d from the tournament!!! So do not connect to any server unless told to.  
  
**Match Rules**  
During a Match Set, the winner of a Match must comply with the following “Winner Lock Rules”:  
 1. during the first Match Set, each Player selects their character
    and the stage is selected at random;   
 2. after a Match, the winner is ""locked"" into their character and they are not permitted to switch their character until/unless they lose a subsequent Match;
 3. a loser of a Match may rematch with the current characters and
    stage, rematch with the current characters and a new random stage,
    or return to character select to choose a new character and new
    random stage.
  
**Player Options**  
Prior to commencement of a Match Set, Players may exercise the following options:  
 - Side Selection. Players may mutually agree who plays as Player 1
   side or Player 2 side at the start of a Match Set. If Players cannot
   agree on this, they will play a Best-of-One Rock-Paper-Scissors to
   determine who will pick their preference first. Players will play out
   the entirety of the Match Set with this selection. 
  - Blind Pick. Players may request a Blind Pick for character selection. “Blind Pick” means that, prior to the first Match, Players will each tell a Tournament Organizer staff member, in secret, their characters selection for the first Match. Players will then select their characters with the Tournament Organizer staff member validating their selections. If a Player purposely does not select the character they told the Tournament Organizer staff member, that Player will forfeit the Match.  
- Button Check. Players may request to do a “button check” to check the proper functionality of their controller with a test match before the official start of a Match Set.  
  
  
**Double K.O.**  
In the event of a tied Match declared by a Double K.O. on the Game screen, the Match will not be scored and both Players will replay the tied Match with the same character selections.  
  
During Grand Finals, if the Player in the Loser's bracket wins, it sends the Player in Winners Bracket to Losers, triggering a ""Reset"". This Reset Match is considered a new Match for all intents and purposes, including Winner character choice lock and stage randomization.  
  
**Button Binds**  
Sequence mapping is banned. A Player may not program functions on a controller using methods outside the basic functions of the Game, including, but not limited to, programmable and turbo controllers.  ",Parsec,2023-02-11 12:00pm,2023-02-11 12:00pm,PST,-8,PC-Parsec
SPLAT3 - NA - (Switch),Splatoon 3,Splat3,SPLAT3,NA,"Canada, Mexico, Continental US, HI & Alaska  are all allowed in addition to north america",https://www.start.gg/tournament/vortex-gallery-online-2023/event/splatoon-3-na/overview,,32,https://twitch.tv/manabe___,https://twitch.tv/manabe___,https://matcherino.com/tournaments/87131,70/30,Region + Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Winners Finals,3/5 Games for Grand Finals,3/5 Games for Losers Finals","'- Splat Zones Only
- All maps are allowed
- Game 1 is randomized stage (Splat3 has in-game random stage selection)
- Loser counterpicks map
- You may not select a previously played map
- No weapon restrictions
- 4 players per team.",Winner & Loser may switch.,,"- Each team is allowed 1 DC per set

- The game will not be allowed to be redone if more than 2 minutes has passed OR the team without the DC is 50 units or closer to a KO.

- The team with a DC must stop playing and AFK in base to let the other team win as quickly as possible. If the team with a DC continues to play when the game should be recreated, the game will not be replayed.

-Teams must use the same weapon/gear on replays.",Manabe,https://dl.airtable.com/.attachments/adba6a3b468dad4f808863bc3c8278d6/8d228384/Splatoon-3_logo.png,"- 4 players per team.
- Team captains must post their switch friend code before tournament starts

Splatoon 3 has a feature where private battles may be ended early by anyone in the room. You can do this by holding ZL, ZR, L, R, right stick, and left stick for 3 seconds. This will stop the match mid-game.

You may do this only if the rules permit it, this includes:
Valid disconnects 
Your match was started on the wrong map/mode by mistake.
Canceling a battle for any reason not stated in the rules will result in you losing the match or be handled at the staff's discretion.
This is not a rage quit feature, abusing this feature will get your team disqualified.
If your match is streamed by staff, only the streamer may cancel a private battle.

",,2023-02-24 6:00pm,2023-02-24 6:00pm,PST,-8,Switch
SDB - ALL - (PC-Fightcade),Super Dodge Ball,Super Dodge Ball,SDB,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/super-dodge-ball-global/overview,,64,https://twitch.tv/chairgtables,https://twitch.tv/chairgtables,https://matcherino.com/tournaments/87123,60/30/10,Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals",Default Settings,Winner must keep character. Loser may switch.,,None,ChairGTables,https://dl.airtable.com/.attachments/14788e01976d4d7388f7054ca0f9b629/a31fa8cc/12306eb9-03f9-481c-9a02-39bbe85510a1.png,Taking characters from your opponent after a win is not allowed. Please use the original team setups provided by the character select screen.,None,2023-03-04 6:00pm,2023-03-04 6:00pm,PST,-8,PC-Fightcade 2
TVC - NA - (PC-Dolphin),Tatsunoko vs. Capcom Ultimate All-Stars,TvC,TVC,NA,"NA (Canada, Mexico, US)",https://www.start.gg/tournament/vortex-gallery-online-2023/event/tatsunoko-vs-capcom-ultimate-all-stars-na/overview,,None,https://twitch.tv/matchstickmelee,https://twitch.tv/matchstickmelee,https://matcherino.com/tournaments/87138,60/30/10,Region + Skill,Double Elimination,3/5,3/5,Top 4,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,,,KBeast,https://dl.airtable.com/.attachments/77570b604e74fd8940e2cde8818d5edc/3b929ade/Tatsunoko_vs_Capcom_logo.png,,"Dolphin Emulator, build 5.0-15445",2023-03-05 11:00am,2023-03-05 11:00am,PST,-8,PC-Dolphin
TMNTTF - NA - (PC-Dolphin),Teenage Mutant Ninja Turtles Tournament Fighters,TMNTTF,TMNTTF,NA,"US, Canada, Mexico",https://www.start.gg/tournament/vortex-gallery-online-2023/event/teenage-mutant-ninja-turtles-tournament-fighters-na/overview,,64,https://twitch.tv/maccsensei,https://twitch.tv/maccsensei,https://matcherino.com/tournaments/87137,70/20/10,Skill,Double Elimination,2/3,2/3,Top 4,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals","60 Second Time Limit
High Speed 1
Karai & Rat King Banned
Legal Stages: Mount Olympus, Pirate Ship, Scrap Yard",Winner must keep character. Loser may switch.,,,Macc,https://dl.airtable.com/.attachments/cb0eab736b12780656e46efe624727cf/5b9911c6/TMNT-Tournament-Fighters-CE-logo.png,,Dolphin version 15445,2023-02-12 1:00pm,2023-02-12 1:00pm,PST,-8,PC-Dolphin
KOF2003 - ALL - (PC-Fightcade),The King of Fighters 2003,KOF2003,KOF2003,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/the-king-of-fighters-2003-global/overview,,None,https://www.twitch.tv/alexalchemy,https://www.twitch.tv/alexalchemy,https://matcherino.com/tournaments/87083,60/30/10,Skill,Double Elimination,N/A,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals","'- All sets are BO3 until Top 8, which are BO5 (Standard fare)

- Check in will be in the official Vortex Gallery Discord, starting one hour before bracket start. If you are not checked in there, you will be automatically DQd

- Loser of a game may change characters

- Winner is character locked

- Wired connections ONLY (you may be asked for a speed test if connection is unstable)",Winner must keep character. Loser may switch.,,,Alexalchemy,https://dl.airtable.com/.attachments/a10b36601e96c4f9d18bd967c2482880/fe522a5d/King-of-Fighters-2003-logo.png,,Fightcade,2023-02-19 5:00pm,2023-02-19 5:00pm,PST,-8,PC-Fightcade 2
KOFXV - NA - (PC-Steam),The King of Fighters XV,KOFXV,KOFXV,NA,"USA & all Territories, Canada, Mexico, Puerto Rico & Dominican Republic",https://www.start.gg/tournament/vortex-gallery-online-2023/event/the-king-of-fighters-xv-na/overview,,None,https://twitch.tv/956productions,https://twitch.tv/956productions,https://matcherino.com/tournaments/87084,50/25/15/10,Region + Skill,Double Elimination,N/A,2/3,Top 8,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals",,Winner must keep character. Loser may switch.,,,Giby,https://dl.airtable.com/.attachments/aa103bafb57ea302585df5fddd993227/c8d562c2/King-of-Fighters-XV-logo.png,,,2023-02-19 3:00pm,2023-02-19 3:00pm,PST,-8,PC-Steam
TMNTXJLT - NA - (PC),TMNT x Justice League Turbo,XJL,TMNTXJLT,NA,,https://www.start.gg/tournament/vortex-gallery-online-2023/event/tmnt-x-justice-league-turbo-na/overview,,32,http://twitch.tv/maccsensei,http://twitch.tv/maccsensei,https://matcherino.com/events/86296,70/20/10,Skill,Double Elimination,2/3,2/3,Top 4,"3/5 Games for Grand Finals,3/5 Games for Losers Finals,3/5 Games for Winners Finals",,Winner must keep character. Loser may switch.,,,tobemorecrazy,https://dl.airtable.com/.attachments/e78e6527736644ab075c4c5703e84037/6ad6390e/800px-Tmntxjlt_logo.png,Sagat (Hidden Character which requires code) is Banned,Parsec + Friends Requests to Servers,2023-02-12 3:00pm,2023-02-12 3:00pm,PST,-8,PC
SOKU - JP+KR+SEA - (PC-Caster),Touhou 12.3 Hisoutensoku,Soku,SOKU,"JP, KR, SEA","Japan, Korea, Taiwan, South East Asia",https://www.start.gg/tournament/vortex-gallery-online-2023/event/touhou-hisoutensoku-jp-kr-sea/overview,,None,https://youtube.com/@wintermellow,https://youtube.com/@wintermellow,https://matcherino.com/tournaments/87128,50/30/20,Skill,Double Elimination,2/3,,Top 8,"3/5 Games for Grand Finals,2/3 Games for Losers Finals,2/3 Games for Winners Finals",,Winner must keep character. Loser may switch.,,- WiFi allowed.,"effects(fx) [ brewed,Winter Mellow",https://dl.airtable.com/.attachments/451c611737002682f0df3d778b10113e/6e66c6e5/Hisoutensoku-logo.png,,,2023-02-24 10:00pm,2023-02-25 3:00pm,JST,9,PC-Caster
SOKU - NA+SA+EU - (PC-Caster),Touhou 12.3 Hisoutensoku,Soku,SOKU,"NA, SA, EU",,https://www.start.gg/tournament/vortex-gallery-online-2023/event/touhou-hisoutensoku-na-sa-eu/overview,,192,https://twitch.tv/tessiro,https://twitch.tv/tessiro,https://matcherino.com/tournaments/87130,42/20/13/7/5/5/4/4,Region + Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals",,,,,Aligari,https://dl.airtable.com/.attachments/451c611737002682f0df3d778b10113e/6e66c6e5/Hisoutensoku-logo.png,,,2023-03-04 10:00am,2023-03-04 10:00am,PST,-8,PC-Caster
SOKU - OCE - (PC-Caster),Touhou 12.3 Hisoutensoku,Soku,SOKU,OCE,,https://www.start.gg/tournament/vortex-gallery-online-2023/event/touhou-hisoutensoku-oce/overview,,None,https://youtube.com/hisoutensokuOCE,https://youtube.com/hisoutensokuOCE,https://matcherino.com/tournaments/87129,25/20/15/10/8/8/7/7,Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Grand Finals,3/5 Games for Winners Finals",,Winner must keep character. Loser may switch.,,,Firery,https://dl.airtable.com/.attachments/451c611737002682f0df3d778b10113e/6e66c6e5/Hisoutensoku-logo.png,,,2023-02-18 12:00am,2023-02-18 7:00pm,AEDT,11,PC-Caster
TF - NA - (PC-Fightcade),Toy Fighter,TF,TF,NA,North America (this includes Canada/Mexico/Caribbean),https://www.start.gg/tournament/vortex-gallery-online-2023/event/toy-fighter-na/overview,,None,https://twitch.tv/idolismj,https://twitch.tv/idolismj,https://matcherino.com/tournaments/87136,60/30/10,Placement Based,Double Elimination,5,2/5,Top 8,3/5 Games for All Sets,,,,,IdolismJ,https://dl.airtable.com/.attachments/c38c68c0fce77db4dc35b7cb263ef3a8/576f4373/-.gif,"Ethernet required, no wi-fi allowed",,2023-02-19 4:00pm,2023-02-19 4:00pm,PST,-8,PC-Fightcade 2
UFDK - ALL - (PC-Steam),Ultra Fight Da ! Kyanta 2,Kyanta,UFDK,ALL,Global,https://www.start.gg/tournament/vortex-gallery-online-2023/event/ultra-fight-da-kyanta-2-global/overview,,64,https://twitch.tv/yfdhippo,https://twitch.tv/yfdhippo,https://matcherino.com/tournaments/87139,70/20/10,Skill,Double Elimination,2/3,3/5,Top 8,"3/5 Games for Winners Finals,3/5 Games for Losers Finals,3/5 Games for Grand Finals","3 out of 5

Double Elim

Any type + Ratio allowed

No switching characters or type on win, order and Ultra change are allowed.",Winner must keep character. Loser may switch.,,"In the event of a game crash or disconnect, scoring will be kept for games & rounds, and the current round will be restarted.
there will also be a general, should be able to connect to the lobby without slowing or breaking the lobby test.","YFDHippo,Durdge-o",https://dl.airtable.com/.attachments/83dc13da29f2d8fb94450877e28a7320/9994988f/Ultra-Fight-Da-Kyanta-logo.png,,"Steam installed version of Kyanta 2. Please run the game once as it needs to install Microsoft prerequisites	VC 2017 Redist and .NET 3.5 Redist.  After that, in the main folder of the steam install, there will be a game.exe, please make a shortcut to it on the desktop.

Thanks",2023-03-04 9:00am,2023-03-04 9:00am,PST,-8,PC-Steam
UGF - SA/BR - (PC-Steam),Umineko: Golden Fantasia,Umineko,UGF,SA/BR,Brazil and Argentina (testing connections beforehand),https://www.start.gg/tournament/vortex-gallery-online-2023/event/umineko-golden-fantasia-br/overview,,None,https://twitch.tv/zatefgc,https://twitch.tv/zatefgc,https://matcherino.com/tournaments/87140,50/30/20,Region + Skill,Double Elimination,2/3,2/3,Top 8,"3/5 Games for Losers Finals,3/5 Games for Winners Finals,3/5 Games for Grand Finals","- Timer: 180s  
- HP Gauge: 3 Bars",Winner must keep character. Loser may switch.,,,Zate,https://dl.airtable.com/.attachments/08ba9cf09ff057448cb55f048057551f/73670f25/Umineko-logo.png,,"In case the original game doesn't work correctly for you (120 fps bug, keyboard players for example) have this installed as an alternative: https://docs.google.com/document/d/1YnCsY9hvubJbWzHfeImZIDUtGpwmnQOTx2zAS83iof8/edit#",2023-02-19 11:00am,2023-02-19 4:00pm,BRT,-3,PC-Steam
